PARTNER,RLTYP,VALID_FROM,VALID_TO
0003000799,FLVN00,2018-08-29,9999-12-31
0003000799,FLVN01,2018-08-29,9999-12-31
0003000800,FLVN00,2021-01-23,9999-12-31
0003000800,FLVN01,2021-01-23,9999-12-31
0003000801,FLVN00,2018-12-26,9999-12-31
0003000801,FLVN01,2018-12-26,9999-12-31
0003000802,FLVN00,2023-03-05,9999-12-31
0003000802,FLVN01,2023-03-05,9999-12-31
0003000803,FLCU00,2025-01-15,9999-12-31
0003000803,FLCU01,2025-01-15,9999-12-31
0003000803,FLVN00,2023-06-23,9999-12-31
0003000803,FLVN01,2023-06-23,9999-12-31
0003000804,FLVN00,2017-09-15,9999-12-31
0003000804,FLVN01,2017-09-15,9999-12-31
0003000805,FLVN00,2017-02-16,9999-12-31
0003000805,FLVN01,2017-02-16,9999-12-31
0003000806,FLVN00,2018-03-05,9999-12-31
0003000806,FLVN01,2018-03-05,9999-12-31
0003000807,FLVN00,2021-06-25,9999-12-31
0003000807,FLVN01,2021-06-25,9999-12-31
0003000808,FLVN00,2017-09-15,9999-12-31
0003000808,FLVN01,2017-09-15,9999-12-31
0003000809,FLVN00,2020-11-10,9999-12-31
0003000809,FLVN01,2020-11-10,9999-12-31
0003000810,FLVN00,2023-07-05,9999-12-31
0003000810,FLVN01,2023-07-05,9999-12-31
0003000812,FLVN00,2022-09-06,9999-12-31
0003000812,FLVN01,2022-09-06,9999-12-31
0003000813,FLVN00,2022-03-27,9999-12-31
0003000813,FLVN01,2022-03-27,9999-12-31
0003000814,FLVN00,2021-02-07,9999-12-31
0003000814,FLVN01,2021-02-07,9999-12-31
0003000815,FLVN00,2021-10-09,9999-12-31
0003000815,FLVN01,2021-10-09,9999-12-31
0003000816,FLVN00,2021-01-11,9999-12-31
0003000816,FLVN01,2021-01-11,9999-12-31
0003000817,FLVN00,2020-04-05,9999-12-31
0003000817,FLVN01,2020-04-05,9999-12-31
0003000818,FLVN00,2025-11-07,9999-12-31
0003000818,FLVN01,2025-11-07,9999-12-31
0003000819,FLVN00,2023-01-05,9999-12-31
0003000819,FLVN01,2023-01-05,9999-12-31
0003000820,FLVN00,2017-11-13,9999-12-31
0003000820,FLVN01,2017-11-13,9999-12-31
0003000821,FLVN00,2025-12-15,9999-12-31
0003000821,FLVN01,2025-12-15,9999-12-31
0003000822,FLVN00,2026-12-14,9999-12-31
0003000822,FLVN01,2026-12-14,9999-12-31
0003000823,FLVN00,2022-02-13,9999-12-31
0003000823,FLVN01,2022-02-13,9999-12-31
0003000824,FLVN00,2018-12-04,9999-12-31
0003000824,FLVN01,2018-12-04,9999-12-31
0003000825,FLVN00,2017-02-21,9999-12-31
0003000825,FLVN01,2017-02-21,9999-12-31
0003000826,FLVN00,2021-02-17,9999-12-31
0003000826,FLVN01,2021-02-17,9999-12-31
0003000827,FLVN00,2019-12-24,9999-12-31
0003000827,FLVN01,2019-12-24,9999-12-31
0003000828,FLVN00,2025-03-08,9999-12-31
0003000828,FLVN01,2025-03-08,9999-12-31
0003000829,FLVN00,2023-11-20,9999-12-31
0003000829,FLVN01,2023-11-20,9999-12-31
0003000830,FLVN00,2024-10-08,9999-12-31
0003000830,FLVN01,2024-10-08,9999-12-31
0003000831,FLVN00,2020-11-08,9999-12-31
0003000831,FLVN01,2020-11-08,9999-12-31
0003000832,FLVN00,2012-08-15,9999-12-31
0003000832,FLVN01,2012-08-15,9999-12-31
0003000833,FLVN00,2024-05-31,9999-12-31
0003000833,FLVN01,2024-05-31,9999-12-31
0003000834,FLVN00,2018-12-19,9999-12-31
0003000834,FLVN01,2018-12-19,9999-12-31
0003000835,FLVN00,2017-02-15,9999-12-31
0003000835,FLVN01,2017-02-15,9999-12-31
0003000836,FLVN00,2020-10-10,9999-12-31
0003000836,FLVN01,2020-10-10,9999-12-31
0003000837,FLVN00,2022-06-29,9999-12-31
0003000837,FLVN01,2022-06-29,9999-12-31
0003000838,FLVN00,2026-03-30,9999-12-31
0003000838,FLVN01,2026-03-30,9999-12-31
0003000839,FLCU00,2025-11-23,9999-12-31
0003000839,FLCU01,2025-11-23,9999-12-31
0003000839,FLVN00,2021-05-12,9999-12-31
0003000839,FLVN01,2021-05-12,9999-12-31
0003000840,FLVN00,2018-10-28,9999-12-31
0003000840,FLVN01,2018-10-28,9999-12-31
0003000841,FLVN00,2019-06-14,9999-12-31
0003000841,FLVN01,2019-06-14,9999-12-31
0003000842,FLVN00,2011-04-04,9999-12-31
0003000842,FLVN01,2011-04-04,9999-12-31
0003000843,FLVN00,2017-11-06,9999-12-31
0003000843,FLVN01,2017-11-06,9999-12-31
0003000844,FLVN00,2024-02-21,9999-12-31
0003000844,FLVN01,2024-02-21,9999-12-31
0003000845,FLVN00,2016-10-20,9999-12-31
0003000845,FLVN01,2016-10-20,9999-12-31
0003000846,FLVN00,2021-07-18,9999-12-31
0003000846,FLVN01,2021-07-18,9999-12-31
0003000847,FLVN00,2010-04-16,9999-12-31
0003000847,FLVN01,2010-04-16,9999-12-31
0003000848,FLVN00,2024-02-28,9999-12-31
0003000848,FLVN01,2024-02-28,9999-12-31
0003000849,FLVN00,2026-12-22,9999-12-31
0003000849,FLVN01,2026-12-22,9999-12-31
0003000850,FLVN00,2009-04-05,9999-12-31
0003000850,FLVN01,2009-04-05,9999-12-31
0003000851,FLCU00,2025-05-18,9999-12-31
0003000851,FLCU01,2025-05-18,9999-12-31
0003000851,FLVN00,2010-02-23,9999-12-31
0003000851,FLVN01,2010-02-23,9999-12-31
0003000852,FLVN00,2025-02-04,9999-12-31
0003000852,FLVN01,2025-02-04,9999-12-31
0003000853,FLVN00,2025-04-15,9999-12-31
0003000853,FLVN01,2025-04-15,9999-12-31
0003000854,FLVN00,2025-04-01,9999-12-31
0003000854,FLVN01,2025-04-01,9999-12-31
0003000855,FLVN00,2025-10-16,9999-12-31
0003000855,FLVN01,2025-10-16,9999-12-31
0003000856,FLVN00,2016-10-11,9999-12-31
0003000856,FLVN01,2016-10-11,9999-12-31
0003000857,FLVN00,2025-11-11,9999-12-31
0003000857,FLVN01,2025-11-11,9999-12-31
0003000858,FLVN00,2020-11-08,9999-12-31
0003000858,FLVN01,2020-11-08,9999-12-31
0003000859,FLVN00,2024-02-18,9999-12-31
0003000859,FLVN01,2024-02-18,9999-12-31
0003000860,FLVN00,2024-07-13,9999-12-31
0003000860,FLVN01,2024-07-13,9999-12-31
0003000861,FLVN00,2020-10-14,9999-12-31
0003000861,FLVN01,2020-10-14,9999-12-31
0003000862,FLVN00,2016-11-01,9999-12-31
0003000862,FLVN01,2016-11-01,9999-12-31
0003000863,FLVN00,2020-02-16,9999-12-31
0003000863,FLVN01,2020-02-16,9999-12-31
0003000864,FLVN00,2026-06-21,9999-12-31
0003000864,FLVN01,2026-06-21,9999-12-31
0003000865,FLVN00,2026-05-22,9999-12-31
0003000865,FLVN01,2026-05-22,9999-12-31
0003000866,FLVN00,2020-04-19,9999-12-31
0003000866,FLVN01,2020-04-19,9999-12-31
0003000867,FLVN00,2017-11-19,9999-12-31
0003000867,FLVN01,2017-11-19,9999-12-31
0003000868,FLVN00,2017-09-07,9999-12-31
0003000868,FLVN01,2017-09-07,9999-12-31
0003000869,FLVN00,2021-02-05,9999-12-31
0003000869,FLVN01,2021-02-05,9999-12-31
0003000870,FLVN00,2022-11-19,9999-12-31
0003000870,FLVN01,2022-11-19,9999-12-31
0003000871,FLVN00,2020-11-04,9999-12-31
0003000871,FLVN01,2020-11-04,9999-12-31
0003000872,FLVN00,2022-08-10,9999-12-31
0003000872,FLVN01,2022-08-10,9999-12-31
0003000873,FLVN00,2016-12-16,9999-12-31
0003000873,FLVN01,2016-12-16,9999-12-31
0003000874,FLVN00,2019-08-24,9999-12-31
0003000874,FLVN01,2019-08-24,9999-12-31
0003000875,FLVN00,1900-01-01,9999-12-31
0003000875,FLVN01,1900-01-01,9999-12-31
0003000876,FLVN00,2024-05-14,9999-12-31
0003000876,FLVN01,2024-05-14,9999-12-31
0003000877,FLVN00,2017-01-22,9999-12-31
0003000877,FLVN01,2017-01-22,9999-12-31
0003000878,FLVN00,2018-12-27,9999-12-31
0003000878,FLVN01,2018-12-27,9999-12-31
0003000879,FLVN00,2022-05-14,9999-12-31
0003000879,FLVN01,2022-05-14,9999-12-31
0003000880,FLVN00,2026-08-19,9999-12-31
0003000880,FLVN01,2026-08-19,9999-12-31
0003000881,FLVN00,2021-11-21,9999-12-31
0003000881,FLVN01,2021-11-21,9999-12-31
0003000882,FLVN00,2018-06-26,9999-12-31
0003000882,FLVN01,2018-06-26,9999-12-31
0003000883,FLVN00,2019-01-07,9999-12-31
0003000883,FLVN01,2019-01-07,9999-12-31
0003000884,FLVN00,2021-08-12,9999-12-31
0003000884,FLVN01,2021-08-12,9999-12-31
0003000886,FLCU00,2015-02-18,9999-12-31
0003000886,FLCU01,2015-02-18,9999-12-31
0003000886,FLVN00,2026-04-13,9999-12-31
0003000886,FLVN01,2026-04-13,9999-12-31
0003000887,FLVN00,2016-12-22,9999-12-31
0003000887,FLVN01,2016-12-22,9999-12-31
0003000888,FLVN00,2019-05-01,9999-12-31
0003000888,FLVN01,2019-05-01,9999-12-31
0003000889,FLCU00,2015-01-09,9999-12-31
0003000889,FLCU01,2015-01-09,9999-12-31
0003000889,FLVN00,2024-07-20,9999-12-31
0003000889,FLVN01,2024-07-20,9999-12-31
0003000890,FLVN00,2006-10-03,9999-12-31
0003000890,FLVN01,2006-10-03,9999-12-31
0003000891,FLVN00,2025-01-14,9999-12-31
0003000891,FLVN01,2025-01-14,9999-12-31
0003000892,FLVN00,2017-08-02,9999-12-31
0003000892,FLVN01,2017-08-02,9999-12-31
0003000893,FLVN00,2017-11-13,9999-12-31
0003000893,FLVN01,2017-11-13,9999-12-31
0003000894,FLVN00,2024-02-06,9999-12-31
0003000894,FLVN01,2024-02-06,9999-12-31
0003000895,FLVN00,2025-08-28,9999-12-31
0003000895,FLVN01,2025-08-28,9999-12-31
0003000896,FLVN00,2023-12-10,9999-12-31
0003000896,FLVN01,2023-12-10,9999-12-31
0003000897,FLVN00,2022-03-16,9999-12-31
0003000897,FLVN01,2022-03-16,9999-12-31
0003000898,FLCU00,2020-08-27,9999-12-31
0003000898,FLCU01,2020-08-27,9999-12-31
0003000898,FLVN00,2022-07-10,9999-12-31
0003000898,FLVN01,2022-07-10,9999-12-31
0003000899,FLVN00,2018-08-19,9999-12-31
0003000899,FLVN01,2018-08-19,9999-12-31
0003000900,FLVN00,2019-05-12,9999-12-31
0003000900,FLVN01,2019-05-12,9999-12-31
0003000901,FLVN00,2024-11-25,9999-12-31
0003000901,FLVN01,2024-11-25,9999-12-31
0003000902,FLVN00,2011-03-05,9999-12-31
0003000902,FLVN01,2011-03-05,9999-12-31
0003000903,FLVN00,2026-03-27,9999-12-31
0003000903,FLVN01,2026-03-27,9999-12-31
0003000904,FLVN00,2025-11-23,9999-12-31
0003000904,FLVN01,2025-11-23,9999-12-31
0003000905,FLVN00,2021-05-28,9999-12-31
0003000905,FLVN01,2021-05-28,9999-12-31
0003000906,FLVN00,2018-05-17,9999-12-31
0003000906,FLVN01,2018-05-17,9999-12-31
0003000907,FLCU00,2020-07-19,9999-12-31
0003000907,FLCU01,2020-07-19,9999-12-31
0003000907,FLVN00,2023-03-31,9999-12-31
0003000907,FLVN01,2023-03-31,9999-12-31
0003000908,FLVN00,2022-04-23,9999-12-31
0003000908,FLVN01,2022-04-23,9999-12-31
0003000909,FLVN00,2025-10-12,9999-12-31
0003000909,FLVN01,2025-10-12,9999-12-31
0003000910,FLVN00,2020-06-04,9999-12-31
0003000910,FLVN01,2020-06-04,9999-12-31
0003000911,FLVN00,2018-02-03,9999-12-31
0003000911,FLVN01,2018-02-03,9999-12-31
0003000912,FLVN00,2025-09-11,9999-12-31
0003000912,FLVN01,2025-09-11,9999-12-31
0003000913,FLVN00,2023-03-01,9999-12-31
0003000913,FLVN01,2023-03-01,9999-12-31
0003000914,FLVN00,2019-09-26,9999-12-31
0003000914,FLVN01,2019-09-26,9999-12-31
0003000915,FLVN00,2026-05-02,9999-12-31
0003000915,FLVN01,2026-05-02,9999-12-31
0003000916,FLVN00,2023-08-03,9999-12-31
0003000916,FLVN01,2023-08-03,9999-12-31
0003000917,FLVN00,2018-05-07,9999-12-31
0003000917,FLVN01,2018-05-07,9999-12-31
0003000918,FLVN00,2026-04-28,9999-12-31
0003000918,FLVN01,2026-04-28,9999-12-31
0003000919,FLVN00,2024-04-24,9999-12-31
0003000919,FLVN01,2024-04-24,9999-12-31
0003000920,FLVN00,2024-04-13,9999-12-31
0003000920,FLVN01,2024-04-13,9999-12-31
0003000921,FLVN00,2025-07-06,9999-12-31
0003000921,FLVN01,2025-07-06,9999-12-31
0003000922,FLVN00,2020-04-28,9999-12-31
0003000922,FLVN01,2020-04-28,9999-12-31
0003000923,FLCU00,2025-07-01,9999-12-31
0003000923,FLCU01,2025-07-01,9999-12-31
0003000923,FLVN00,2025-04-19,9999-12-31
0003000923,FLVN01,2025-04-19,9999-12-31
0003000924,FLVN00,2021-11-15,9999-12-31
0003000924,FLVN01,2021-11-15,9999-12-31
0003000925,FLVN00,2024-09-09,9999-12-31
0003000925,FLVN01,2024-09-09,9999-12-31
0003000926,FLCU00,2015-08-03,9999-12-31
0003000926,FLCU01,2015-08-03,9999-12-31
0003000926,FLVN00,2022-08-02,9999-12-31
0003000926,FLVN01,2022-08-02,9999-12-31
0003000927,FLVN00,2018-07-11,9999-12-31
0003000927,FLVN01,2018-07-11,9999-12-31
0003000928,FLVN00,2026-06-14,9999-12-31
0003000928,FLVN01,2026-06-14,9999-12-31
0003000929,FLVN00,2018-10-26,9999-12-31
0003000929,FLVN01,2018-10-26,9999-12-31
0003000930,FLVN00,2016-12-26,9999-12-31
0003000930,FLVN01,2016-12-26,9999-12-31
0003000931,FLVN00,2026-01-25,9999-12-31
0003000931,FLVN01,2026-01-25,9999-12-31
0003000932,FLVN00,2017-04-18,9999-12-31
0003000932,FLVN01,2017-04-18,9999-12-31
0003000933,FLVN00,2021-09-23,9999-12-31
0003000933,FLVN01,2021-09-23,9999-12-31
0003000934,FLVN00,2019-06-17,9999-12-31
0003000934,FLVN01,2019-06-17,9999-12-31
0003000935,FLVN00,2011-08-03,9999-12-31
0003000935,FLVN01,2011-08-03,9999-12-31
0003000936,FLVN00,2018-05-30,9999-12-31
0003000936,FLVN01,2018-05-30,9999-12-31
0003000937,FLVN00,2021-10-21,9999-12-31
0003000937,FLVN01,2021-10-21,9999-12-31
0003000938,FLVN00,2006-01-21,9999-12-31
0003000938,FLVN01,2006-01-21,9999-12-31
0003000939,FLVN00,2025-06-10,9999-12-31
0003000939,FLVN01,2025-06-10,9999-12-31
0003000940,FLVN00,2021-12-10,9999-12-31
0003000940,FLVN01,2021-12-10,9999-12-31
0003000941,FLVN00,2009-07-18,9999-12-31
0003000941,FLVN01,2009-07-18,9999-12-31
0003000942,FLVN00,2022-06-14,9999-12-31
0003000942,FLVN01,2022-06-14,9999-12-31
0003000943,FLVN00,2022-06-13,9999-12-31
0003000943,FLVN01,2022-06-13,9999-12-31
0003000944,FLCU00,2014-09-16,9999-12-31
0003000944,FLCU01,2014-09-16,9999-12-31
0003000944,FLVN00,2019-06-26,9999-12-31
0003000944,FLVN01,2019-06-26,9999-12-31
0003000945,FLVN00,2019-05-27,9999-12-31
0003000945,FLVN01,2019-05-27,9999-12-31
0003000946,FLVN00,2022-01-11,9999-12-31
0003000946,FLVN01,2022-01-11,9999-12-31
0003000947,FLVN00,2024-09-29,9999-12-31
0003000947,FLVN01,2024-09-29,9999-12-31
0003000948,FLVN00,2025-10-27,9999-12-31
0003000948,FLVN01,2025-10-27,9999-12-31
0003000949,FLVN00,2020-06-22,9999-12-31
0003000949,FLVN01,2020-06-22,9999-12-31
0003000950,FLVN00,2025-10-03,9999-12-31
0003000950,FLVN01,2025-10-03,9999-12-31
0003000951,FLVN00,2020-07-18,9999-12-31
0003000951,FLVN01,2020-07-18,9999-12-31
0003000952,FLVN00,2023-05-13,9999-12-31
0003000952,FLVN01,2023-05-13,9999-12-31
0003000953,FLVN00,2019-09-17,9999-12-31
0003000953,FLVN01,2019-09-17,9999-12-31
0003000954,FLVN00,2020-03-30,9999-12-31
0003000954,FLVN01,2020-03-30,9999-12-31
0003000955,FLCU00,2022-10-22,9999-12-31
0003000955,FLCU01,2022-10-22,9999-12-31
0003000955,FLVN00,2021-05-30,9999-12-31
0003000955,FLVN01,2021-05-30,9999-12-31
0003000956,FLVN00,2026-08-30,9999-12-31
0003000956,FLVN01,2026-08-30,9999-12-31
0003000957,FLVN00,2022-08-24,9999-12-31
0003000957,FLVN01,2022-08-24,9999-12-31
0003000958,FLVN00,2024-10-25,9999-12-31
0003000958,FLVN01,2024-10-25,9999-12-31
0003000959,FLVN00,2026-02-16,9999-12-31
0003000959,FLVN01,2026-02-16,9999-12-31
0003000960,FLCU00,2016-09-13,9999-12-31
0003000960,FLCU01,2016-09-13,9999-12-31
0003000960,FLVN00,2023-03-16,9999-12-31
0003000960,FLVN01,2023-03-16,9999-12-31
0003000961,FLVN00,2020-05-16,9999-12-31
0003000961,FLVN01,2020-05-16,9999-12-31
0003000962,FLVN00,2024-04-14,9999-12-31
0003000962,FLVN01,2024-04-14,9999-12-31
0003000963,FLVN00,2020-06-10,9999-12-31
0003000963,FLVN01,2020-06-10,9999-12-31
0003000964,FLVN00,2023-06-30,9999-12-31
0003000964,FLVN01,2023-06-30,9999-12-31
0003000965,FLVN00,2025-05-28,9999-12-31
0003000965,FLVN01,2025-05-28,9999-12-31
0003000966,FLCU00,2016-03-18,9999-12-31
0003000966,FLCU01,2016-03-18,9999-12-31
0003000966,FLVN00,2023-05-13,9999-12-31
0003000966,FLVN01,2023-05-13,9999-12-31
0003000967,FLVN00,2018-06-09,9999-12-31
0003000967,FLVN01,2018-06-09,9999-12-31
0003000968,FLVN00,2024-09-09,9999-12-31
0003000968,FLVN01,2024-09-09,9999-12-31
0003000969,FLVN00,2021-02-25,9999-12-31
0003000969,FLVN01,2021-02-25,9999-12-31
0003000970,FLVN00,2026-04-01,9999-12-31
0003000970,FLVN01,2026-04-01,9999-12-31
0003000971,FLVN00,2020-09-04,9999-12-31
0003000971,FLVN01,2020-09-04,9999-12-31
0003000972,FLVN00,2022-08-15,9999-12-31
0003000972,FLVN01,2022-08-15,9999-12-31
0003000973,FLVN00,2025-01-22,9999-12-31
0003000973,FLVN01,2025-01-22,9999-12-31
0003000974,FLVN00,2021-11-24,9999-12-31
0003000974,FLVN01,2021-11-24,9999-12-31
0003000975,FLVN00,2023-12-21,9999-12-31
0003000975,FLVN01,2023-12-21,9999-12-31
0003000976,FLVN00,2018-06-28,9999-12-31
0003000976,FLVN01,2018-06-28,9999-12-31
0003000977,FLVN00,2017-07-31,9999-12-31
0003000977,FLVN01,2017-07-31,9999-12-31
0003000978,FLVN00,2017-05-15,9999-12-31
0003000978,FLVN01,2017-05-15,9999-12-31
0003000979,FLVN00,2016-12-01,9999-12-31
0003000979,FLVN01,2016-12-01,9999-12-31
0003000980,FLVN00,2019-06-21,9999-12-31
0003000980,FLVN01,2019-06-21,9999-12-31
0003000981,FLVN00,2022-03-03,9999-12-31
0003000981,FLVN01,2022-03-03,9999-12-31
0003000982,FLVN00,2021-04-21,9999-12-31
0003000982,FLVN01,2021-04-21,9999-12-31
0003000983,FLVN00,2026-06-23,9999-12-31
0003000983,FLVN01,2026-06-23,9999-12-31
0003000984,FLVN00,2025-07-31,9999-12-31
0003000984,FLVN01,2025-07-31,9999-12-31
0003000985,FLVN00,2021-06-08,9999-12-31
0003000985,FLVN01,2021-06-08,9999-12-31
0003000986,FLVN00,2018-10-26,9999-12-31
0003000986,FLVN01,2018-10-26,9999-12-31
0003000987,FLVN00,2021-06-12,9999-12-31
0003000987,FLVN01,2021-06-12,9999-12-31
0003000988,FLVN00,2025-08-11,9999-12-31
0003000988,FLVN01,2025-08-11,9999-12-31
0003000989,FLVN00,2020-07-05,9999-12-31
0003000989,FLVN01,2020-07-05,9999-12-31
0003000990,FLVN00,2023-11-04,9999-12-31
0003000990,FLVN01,2023-11-04,9999-12-31
0003000991,FLVN00,2026-11-23,9999-12-31
0003000991,FLVN01,2026-11-23,9999-12-31
0003000992,FLVN00,2022-05-21,9999-12-31
0003000992,FLVN01,2022-05-21,9999-12-31
0003000993,FLVN00,2010-02-13,9999-12-31
0003000993,FLVN01,2010-02-13,9999-12-31
0003000994,FLVN00,2023-03-19,9999-12-31
0003000994,FLVN01,2023-03-19,9999-12-31
0003000995,FLVN00,2014-04-19,9999-12-31
0003000995,FLVN01,2014-04-19,9999-12-31
0003000996,FLVN00,2017-11-24,9999-12-31
0003000996,FLVN01,2017-11-24,9999-12-31
0003000997,FLCU00,2022-02-02,9999-12-31
0003000997,FLCU01,2022-02-02,9999-12-31
0003000997,FLVN00,2017-01-08,9999-12-31
0003000997,FLVN01,2017-01-08,9999-12-31
0003000998,FLVN00,2019-09-04,9999-12-31
0003000998,FLVN01,2019-09-04,9999-12-31
0003000999,FLVN00,2023-02-05,9999-12-31
0003000999,FLVN01,2023-02-05,9999-12-31
0003001000,FLVN00,2023-06-03,9999-12-31
0003001000,FLVN01,2023-06-03,9999-12-31
0003001001,FLCU00,2026-02-27,9999-12-31
0003001001,FLCU01,2026-02-27,9999-12-31
0003001002,FLCU00,2026-04-26,9999-12-31
0003001002,FLCU01,2026-04-26,9999-12-31
0003001003,FLCU00,2018-01-24,9999-12-31
0003001003,FLCU01,2018-01-24,9999-12-31
0003001004,FLCU00,2025-09-20,9999-12-31
0003001004,FLCU01,2025-09-20,9999-12-31
0003001005,FLCU00,2016-02-12,9999-12-31
0003001005,FLCU01,2016-02-12,9999-12-31
0003001006,FLCU00,2015-09-09,9999-12-31
0003001006,FLCU01,2015-09-09,9999-12-31
0003001007,FLCU00,2018-10-04,9999-12-31
0003001007,FLCU01,2018-10-04,9999-12-31
0003001008,FLCU00,2014-12-22,9999-12-31
0003001008,FLCU01,2014-12-22,9999-12-31
0003001009,FLCU00,2017-12-11,9999-12-31
0003001009,FLCU01,2017-12-11,9999-12-31
0003001010,FLCU00,2018-06-02,9999-12-31
0003001010,FLCU01,2018-06-02,9999-12-31
0003001011,FLCU00,2013-09-27,9999-12-31
0003001011,FLCU01,2013-09-27,9999-12-31
0003001012,FLCU00,2014-06-12,9999-12-31
0003001012,FLCU01,2014-06-12,9999-12-31
0003001013,FLCU00,2026-09-28,9999-12-31
0003001013,FLCU01,2026-09-28,9999-12-31
0003001014,FLCU00,2019-04-14,9999-12-31
0003001014,FLCU01,2019-04-14,9999-12-31
0003001015,FLCU00,2021-05-09,9999-12-31
0003001015,FLCU01,2021-05-09,9999-12-31
0003001016,FLCU00,2024-01-25,9999-12-31
0003001016,FLCU01,2024-01-25,9999-12-31
0003001017,FLCU00,2016-07-25,9999-12-31
0003001017,FLCU01,2016-07-25,9999-12-31
0003001018,FLCU00,2017-04-11,9999-12-31
0003001018,FLCU01,2017-04-11,9999-12-31
0003001019,FLCU00,2014-07-26,9999-12-31
0003001019,FLCU01,2014-07-26,9999-12-31
0003001020,FLCU00,2024-11-10,9999-12-31
0003001020,FLCU01,2024-11-10,9999-12-31
0003001021,FLCU00,2020-08-09,9999-12-31
0003001021,FLCU01,2020-08-09,9999-12-31
0003001022,FLCU00,2023-02-14,9999-12-31
0003001022,FLCU01,2023-02-14,9999-12-31
0003001023,FLCU00,2021-05-20,9999-12-31
0003001023,FLCU01,2021-05-20,9999-12-31
0003001024,FLCU00,2025-07-22,9999-12-31
0003001024,FLCU01,2025-07-22,9999-12-31
0003001025,FLCU00,2020-06-22,9999-12-31
0003001025,FLCU01,2020-06-22,9999-12-31
0003001026,FLCU00,2022-10-26,9999-12-31
0003001026,FLCU01,2022-10-26,9999-12-31
0003001027,FLCU00,2021-09-09,9999-12-31
0003001027,FLCU01,2021-09-09,9999-12-31
0003001028,FLCU00,2026-05-12,9999-12-31
0003001028,FLCU01,2026-05-12,9999-12-31
0003001029,FLCU00,2023-05-12,9999-12-31
0003001029,FLCU01,2023-05-12,9999-12-31
0003001030,FLCU00,2017-09-25,9999-12-31
0003001030,FLCU01,2017-09-25,9999-12-31
0003001031,FLCU00,2018-04-01,9999-12-31
0003001031,FLCU01,2018-04-01,9999-12-31
0003001032,FLCU00,2017-08-11,9999-12-31
0003001032,FLCU01,2017-08-11,9999-12-31
0003001033,FLCU00,2013-12-05,9999-12-31
0003001033,FLCU01,2013-12-05,9999-12-31
0003001034,FLCU00,2020-11-08,9999-12-31
0003001034,FLCU01,2020-11-08,9999-12-31
0003001035,FLCU00,2020-08-08,9999-12-31
0003001035,FLCU01,2020-08-08,9999-12-31
0003001036,FLCU00,2021-10-18,9999-12-31
0003001036,FLCU01,2021-10-18,9999-12-31
0003001037,FLCU00,2012-12-12,9999-12-31
0003001037,FLCU01,2012-12-12,9999-12-31
0003001038,FLCU00,2018-07-07,9999-12-31
0003001038,FLCU01,2018-07-07,9999-12-31
0003001039,FLCU00,2026-11-12,9999-12-31
0003001039,FLCU01,2026-11-12,9999-12-31
0003001040,FLCU00,2016-05-22,9999-12-31
0003001040,FLCU01,2016-05-22,9999-12-31
0003001041,FLCU00,2011-03-08,9999-12-31
0003001041,FLCU01,2011-03-08,9999-12-31
0003001042,FLCU00,2019-02-11,9999-12-31
0003001042,FLCU01,2019-02-11,9999-12-31
0003001043,FLCU00,2023-04-25,9999-12-31
0003001043,FLCU01,2023-04-25,9999-12-31
0003001044,FLCU00,2023-11-08,9999-12-31
0003001044,FLCU01,2023-11-08,9999-12-31
0003001045,FLCU00,2021-05-04,9999-12-31
0003001045,FLCU01,2021-05-04,9999-12-31
0003001046,FLCU00,2023-10-06,9999-12-31
0003001046,FLCU01,2023-10-06,9999-12-31
0003001047,FLCU00,2018-10-15,9999-12-31
0003001047,FLCU01,2018-10-15,9999-12-31
0003001048,FLCU00,2011-12-07,9999-12-31
0003001048,FLCU01,2011-12-07,9999-12-31
0003001049,FLCU00,2013-08-27,9999-12-31
0003001049,FLCU01,2013-08-27,9999-12-31
0003001050,FLCU00,2021-10-08,9999-12-31
0003001050,FLCU01,2021-10-08,9999-12-31
0003001051,FLCU00,2019-11-22,9999-12-31
0003001051,FLCU01,2019-11-22,9999-12-31
0003001052,FLCU00,2010-09-10,9999-12-31
0003001052,FLCU01,2010-09-10,9999-12-31
0003001053,FLCU00,2013-12-12,9999-12-31
0003001053,FLCU01,2013-12-12,9999-12-31
0003001054,FLCU00,2020-01-02,9999-12-31
0003001054,FLCU01,2020-01-02,9999-12-31
0003001055,FLCU00,2015-10-07,9999-12-31
0003001055,FLCU01,2015-10-07,9999-12-31
0003001056,FLCU00,2025-02-27,9999-12-31
0003001056,FLCU01,2025-02-27,9999-12-31
0003001057,FLCU00,2011-03-18,9999-12-31
0003001057,FLCU01,2011-03-18,9999-12-31
0003001058,FLCU00,2010-06-26,9999-12-31
0003001058,FLCU01,2010-06-26,9999-12-31
0003001059,FLCU00,2023-06-19,9999-12-31
0003001059,FLCU01,2023-06-19,9999-12-31
0003001060,FLCU00,2018-05-12,9999-12-31
0003001060,FLCU01,2018-05-12,9999-12-31
0003001061,FLCU00,2014-01-17,9999-12-31
0003001061,FLCU01,2014-01-17,9999-12-31
0003001062,FLCU00,2023-04-27,9999-12-31
0003001062,FLCU01,2023-04-27,9999-12-31
0003001063,FLCU00,2011-10-27,9999-12-31
0003001063,FLCU01,2011-10-27,9999-12-31
0003001064,FLCU00,2020-04-17,9999-12-31
0003001064,FLCU01,2020-04-17,9999-12-31
0003001065,FLCU00,2018-09-26,9999-12-31
0003001065,FLCU01,2018-09-26,9999-12-31
