ADDRNUMBER,NAME1,STREET,HOUSE_NUM1,CITY1,POST_CODE1,COUNTRY,REGION,TEL_NUMBER,SMTP_ADDR
0000501416,Bäckerei Clemens 19,Am Hafen,56,Hannover,30159,DE,,+49 56 1420 4050,bestellung@bäckereiclemens19.de
0000501417,Kiosk Ziegler Essen,Gewerbepark,15,Essen,45127,DE,,+33 92 6585 3215,bestellung@kioskziegleressen.de
0000501418,Metzgerei Krause 9,Ringstraße,55,Zürich,8001,CH,,+41 54 9488 2086,buchhaltung@metzgereikrause9.ch
0000501419,Bäckerei Lehmann 13,Feldweg,127,Dortmund,44135,DE,,+33 66 2852 9423,bestellung@bäckereilehmann13.de
0000501420,Engel Großhandel GmbH 3,Marktplatz,188,Augsburg,86150,DE,,+41 71 9084 8212,einkauf@engelgroßhandelgmb.de
0000501421,Hotel Brandes Köln,Talstraße,191,Köln,50667,DE,,+43 21 6920 2990,info@hotelbrandesköln.de
0000501422,Kiosk Dittrich Hamburg,Gewerbepark,33,Hamburg,20095,DE,,+43 47 5903 7125,einkauf@kioskdittrichhambu.de
0000501423,Clemens Gastronomie GmbH 19,Marktplatz,53,Mannheim,68159,DE,,+31 68 6920 8651,buchhaltung@clemensgastronomie.de
0000501424,Engel Vertriebs KG 18,Industriering,55,Bonn,53111,DE,,+43 55 6157 7971,info@engelvertriebskg18.de
0000501425,Betriebskantine Dittrich AG,Talstraße,110,Rotterdam,3011 AA,NL,,+43 64 8441 9940,info@betriebskantinedit.nl
0000501426,Bergmann Partnermarkt Karlsruhe,Industriering,5,Karlsruhe,76133,DE,,+41 72 7814 9128,bestellung@bergmannpartnermar.de
0000501427,Hotel Böhm Stuttgart,Gewerbepark,132,Stuttgart,70173,DE,,+31 74 8190 4003,buchhaltung@hotelböhmstuttgart.de
0000501428,Kiosk Ullrich Bochum 12,Hauptstraße,203,Bochum,44787,DE,,+43 92 7862 2102,bestellung@kioskullrichbochum.de
0000501429,Lehmann Vertriebs KG 11,Talstraße,2,Graz,8010,AT,,+41 25 5377 242,einkauf@lehmannvertriebskg.at
0000501430,Betriebskantine Gruber AG 5,Lindenweg,124,Zürich,8001,CH,,+49 76 8183 625,bestellung@betriebskantinegru.ch
0000501431,Metzgerei Engel 9,Lindenweg,192,Frankfurt am Main,60311,DE,,+31 30 8016 7332,bestellung@metzgereiengel9.de
0000501432,Bäckerei Engel,Gewerbepark,91,Hannover,30159,DE,,+49 83 3639 4517,einkauf@bäckereiengel.de
0000501433,Hartmann Partnermarkt Nürnberg,Gewerbepark,64,Nürnberg,90403,DE,,+31 37 1133 8826,einkauf@hartmannpartnermar.de
0000501434,Ullrich Partnermarkt Bielefeld,Industriering,239,Bielefeld,33602,DE,,+49 27 2079 5363,einkauf@ullrichpartnermark.de
0000501435,Betriebskantine Wendt AG 11,Gewerbepark,223,Zürich,8001,CH,,+48 25 8785 2482,buchhaltung@betriebskantinewen.ch
0000501436,Sievers Gastronomie GmbH 18,,,Köln,50667,DE,,+48 96 8417 2853,info@sieversgastronomie.de
0000501437,Gruber Handels GmbH & Co. KG 7,Ringstraße,157,Amsterdam,,NL,,+33 93 1956 9270,info@gruberhandelsgmbhc.nl
0000501438,Betriebskantine Winkler AG,Am Hafen,164,Bonn,53111,DE,,+43 88 5261 7242,einkauf@betriebskantinewin.de
0000501439,Engel Gastronomie GmbH,Am Hafen,45,Essen,45127,DE,,+43 38 5967 4248,einkauf@engelgastronomiegm.de
0000501440,Bäckerei Sommer,Bahnhofstraße,94,Duisburg,47051,DE,,+48 44 4608 5162,einkauf@bäckereisommer.de
0000501441,Hotel Brandes Düsseldorf,Am Hafen,110,Düsseldorf,40213,DE,,+48 59 9760 9592,info@hotelbrandesdüssel.de
0000501442,Kaufmann Gastronomie GmbH,Brückenstraße,194,Duisburg,47051,DE,,+41 93 4647 7972,buchhaltung@kaufmanngastronomi.de
0000501443,Hotel Dittrich Dresden,Am Hafen,35,Dresden,01067,DE,,+49 95 1311 3755,einkauf@hoteldittrichdresd.de
0000501444,Ziegler Vertriebs KG 2,Brückenstraße,237,Bremen,28195,DE,,+33 43 7169 8935,buchhaltung@zieglervertriebskg.de
0000501445,Hotel Thiel Karlsruhe,Schulstraße,41,Karlsruhe,76133,DE,,+48 72 2701 269,buchhaltung@hotelthielkarlsruh.de
0000501446,Betriebskantine Krause AG 5,Am Hafen,197,Leipzig,04109,DE,,+43 54 2851 4786,info@betriebskantinekra.de
0000501447,Gruber Gastronomie GmbH 10,Bahnhofstraße,3,Karlsruhe,76133,DE,,+31 27 3543 8408,bestellung@grubergastronomieg.de
0000501448,Wendt Großhandel GmbH,Feldweg,72,Freiburg,79098,DE,,+33 77 1366 2653,einkauf@wendtgroßhandelgmb.de
0000501449,Betriebskantine Rohde AG,Marktplatz,174,Amsterdam,1012 AB,NL,,+31 94 6957 1153,bestellung@betriebskantineroh.nl
0000501450,Kiosk Amann Hamburg,Am Hafen,160,Hamburg,20095,DE,,+48 87 2317 4490,buchhaltung@kioskamannhamburg.de
0000501451,Amann Handels GmbH & Co. KG 7,Schulstraße,34,Bochum,44787,DE,,+48 31 3467 136,buchhaltung@amannhandelsgmbhco.de
0000501452,Hotel Bergmann Basel,Marktplatz,52,Basel,4051,CH,,+33 50 9603 9569,info@hotelbergmannbasel.ch
0000501453,Betriebskantine Vogel AG 13,Industriering,220,Hamburg,20095,DE,,+41 32 7113 5442,einkauf@betriebskantinevog.de
0000501454,Ziegler Handels GmbH & Co. KG 19,Schulstraße,69,München,80331,DE,,+33 44 3929 3168,bestellung@zieglerhandelsgmbh.de
0000501455,Bäckerei Brandes 4,Hauptstraße,240,Rotterdam,3011 AA,NL,,+31 80 8882 2834,
0000501456,Bäckerei Amann 5,Marktplatz,178,Köln,50667,DE,,+33 50 1731 206,info@bäckereiamann5.de
0000501457,Metzgerei Thiel 14,Brückenstraße,193,Lille,59000,FR,,+41 21 7472 6351,bestellung@metzgereithiel14.fr
0000501458,Lehmann Gastronomie GmbH 9,Bahnhofstraße,81,Bielefeld,33602,DE,,+33 53 1037 4231,info@lehmanngastronomie.de
0000501459,Bäckerei Hartmann 9,Feldweg,39,Dresden,01067,DE,,+33 49 2484 1606,einkauf@bäckereihartmann9.de
0000501460,Metzgerei Sommer 14,Lindenweg,160,Wien,1010,AT,,+49 76 2435 1160,einkauf@metzgereisommer14.at
0000501461,Wendt Handels GmbH & Co. KG,Ringstraße,239,Düsseldorf,40213,DE,,+41 70 1062 8528,buchhaltung@wendthandelsgmbhco.de
0000501462,Betriebskantine Vetter AG,Talstraße,115,Dortmund,44135,DE,,+31 53 1805 9216,info@betriebskantinevet.de
0000501463,Bäckerei Sommer 13,Brückenstraße,81,Münster,48143,DE,,+41 43 8480 9701,buchhaltung@bäckereisommer13.de
0000501464,Betriebskantine Gruber AG 4,Talstraße,151,Leipzig,04109,DE,,+48 55 4368 2590,bestellung@betriebskantinegru.de
0000501465,Amann Vertriebs KG 11,Schulstraße,94,Wuppertal,42103,DE,,+48 53 6427 8674,einkauf@amannvertriebskg11.de
0000501466,Bergmann Handels GmbH & Co. KG 16,Hauptstraße,212,Dresden,01067,DE,,+48 29 9870 7327,info@bergmannhandelsgmb.de
0000501467,Gruber Gastronomie GmbH 13,Hauptstraße,10,Rotterdam,3011 AA,NL,,+43 21 7685 5822,bestellung@grubergastronomieg.nl
0000501468,Betriebskantine Sievers AG,Marktplatz,106,Wien,1010,AT,,+33 85 5423 8971,bestellung@betriebskantinesie.at
0000501469,Bäckerei Brandes 8,Ringstraße,31,Düsseldorf,40213,DE,,+43 53 9025 433,info@bäckereibrandes8.de
0000501470,Bäckerei Böhm 3,Schulstraße,144,Karlsruhe,76133,DE,,+33 31 7106 465,bestellung@bäckereiböhm3.de
0000501471,Bäckerei Bergmann 14,Ringstraße,125,Karlsruhe,76133,DE,,+41 31 6197 9902,info@bäckereibergmann14.de
0000501472,Ullrich Gastronomie GmbH 9,Gewerbepark,36,Kiel,,DE,,,buchhaltung@ullrichgastronomie.de
0000501473,Hartmann Handels GmbH & Co. KG 11,Schulstraße,230,Dortmund,44135,DE,,+43 67 2998 7300,einkauf@hartmannhandelsgmb.de
0000501474,Lehmann Gastronomie GmbH 10,Gewerbepark,88,Hamburg,20095,DE,,+31 80 7434 2381,bestellung@lehmanngastronomie.de
0000501475,Hotel Thiel Duisburg,Bahnhofstraße,37,Duisburg,47051,DE,,+31 79 2981 3285,info@hotelthielduisburg.de
0000501476,Betriebskantine Sommer AG 12,Lindenweg,102,Köln,50667,DE,,+31 22 8607 5470,einkauf@betriebskantinesom.de
0000501477,Sommer Vertriebs KG,Industriering,51,Bremen,28195,DE,,+49 45 7495 2123,bestellung@sommervertriebskg.de
0000501478,Lehmann Vertriebs KG 11,Gewerbepark,181,Nürnberg,90403,DE,,+33 92 4871 2045,einkauf@lehmannvertriebskg.de
0000501479,Stein Handels GmbH & Co. KG,Feldweg,133,Leipzig,04109,DE,,+33 73 8658 1919,einkauf@steinhandelsgmbhco.de
0000501480,Bäckerei Dittrich 3,Ringstraße,25,Warszawa,00-001,PL,,+48 26 2040 6066,info@bäckereidittrich3.pl
0000501481,Dittrich Handels GmbH & Co. KG 3,Talstraße,93,Zürich,,CH,,+41 84 6112 248,bestellung@dittrichhandelsgmb.ch
0000501482,Bäckerei Ullrich 12,Feldweg,78,Augsburg,86150,DE,,+31 47 7728 4753,bestellung@bäckereiullrich12.de
0000501483,Kaufmann Gastronomie GmbH 11,Marktplatz,39,Nürnberg,90403,DE,,+49 40 2740 6211,einkauf@kaufmanngastronomi.de
0000501484,Krause Partnermarkt Bonn,Ringstraße,142,Bonn,53111,DE,,+33 96 2839 1211,info@krausepartnermarkt.de
0000501485,Betriebskantine Clemens AG 3,Am Hafen,206,Dortmund,44135,DE,,+49 40 4397 1028,einkauf@betriebskantinecle.de
0000501486,Betriebskantine Böhm AG 10,Am Hafen,207,Basel,4051,CH,,+43 85 2729 1353,info@betriebskantineböh.ch
0000501487,Bäckerei Kaufmann,Hauptstraße,114,Kraków,30-001,PL,,,info@bäckereikaufmann.pl
0000501488,Rohde Gastronomie GmbH,Industriering,45,Freiburg,79098,DE,,+49 69 3111 1035,einkauf@rohdegastronomiegm.de
0000501489,Rohde Großhandel GmbH 11,Industriering,48,Mannheim,68159,DE,,+33 34 1212 4506,bestellung@rohdegroßhandelgmb.de
0000501490,Kiosk Engel Duisburg,Gewerbepark,171,Duisburg,47051,DE,,+31 23 3150 4921,buchhaltung@kioskengelduisburg.de
0000501491,Kaufmann Handels GmbH & Co. KG 2,Bahnhofstraße,170,Bielefeld,33602,DE,,+31 36 8475 8280,buchhaltung@kaufmannhandelsgmb.de
0000501492,Gruber Partnermarkt Mannheim,Schulstraße,179,Mannheim,68159,DE,,+49 46 6725 4334,bestellung@gruberpartnermarkt.de
0000501493,Stein Großhandel GmbH 16,Gewerbepark,209,Mannheim,68159,DE,,+49 66 3048 2796,buchhaltung@steingroßhandelgmb.de
0000501494,Clemens Großhandel GmbH 3,Lindenweg,148,Freiburg,79098,DE,,+49 79 9222 5858,info@clemensgroßhandelg.de
0000501495,Winkler Großhandel GmbH 6,Feldweg,23,Stuttgart,70173,DE,,+43 99 9299 7724,bestellung@winklergroßhandelg.de
0000501496,Bäckerei Lehmann 3,Lindenweg,75,Frankfurt am Main,60311,DE,,+31 60 9280 6723,bestellung@bäckereilehmann3.de
0000501497,Vogel Gastronomie GmbH 7,Am Hafen,217,Köln,50667,DE,,+33 78 3802 5415,einkauf@vogelgastronomiegm.de
0000501498,Metzgerei Eckert,Talstraße,38,Mannheim,68159,DE,,+33 75 4828 5848,info@metzgereieckert.de
0000501499,Lehmann Gastronomie GmbH 3,Bahnhofstraße,45,Kiel,24103,DE,,+43 44 6065 1400,einkauf@lehmanngastronomie.de
0000501500,Betriebskantine Engel AG,Schulstraße,229,Freiburg,79098,DE,,+41 43 7174 2674,info@betriebskantineeng.de
0000501501,Metzgerei Wendt 5,Bahnhofstraße,199,Düsseldorf,40213,DE,,+48 91 1452 827,einkauf@metzgereiwendt5.de
0000501502,Metzgerei Gruber 18,Am Hafen,105,Hannover,30159,DE,,+41 69 8880 243,einkauf@metzgereigruber18.de
0000501503,Rohde Handels GmbH & Co. KG 17,Bahnhofstraße,61,Essen,45127,DE,,+48 22 9396 9818,info@rohdehandelsgmbhco.de
0000501504,Ziegler Partnermarkt Dresden,Feldweg,120,Dresden,01067,DE,,+48 26 9248 985,einkauf@zieglerpartnermark.de
0000501505,Metzgerei Clemens 12,Talstraße,206,Karlsruhe,76133,DE,,+49 58 7172 4786,einkauf@metzgereiclemens12.de
0000501506,Hotel Ullrich Bonn,Industriering,4,Bonn,53111,DE,,+33 74 4600 6854,bestellung@hotelullrichbonn.de
0000501507,Betriebskantine Krause AG 5,Industriering,72,Nürnberg,90403,DE,,+48 43 3849 2371,buchhaltung@betriebskantinekra.de
0000501508,Betriebskantine Sommer AG 11,Am Hafen,173,Düsseldorf,40213,DE,,+49 22 9032 4897,einkauf@betriebskantinesom.de
0000501509,Sievers Großhandel GmbH,Ringstraße,30,Hannover,30159,DE,,+43 84 5353 7601,buchhaltung@sieversgroßhandelg.de
0000501510,Sievers Gastronomie GmbH 9,Bahnhofstraße,233,Frankfurt am Main,60311,DE,,+33 93 8921 9199,einkauf@sieversgastronomie.de
0000501511,Hotel Ullrich Bonn 15,Brückenstraße,140,Bonn,53111,DE,,+41 51 9928 6379,einkauf@hotelullrichbonn15.de
0000501512,Bäckerei Stein 10,Brückenstraße,9,Duisburg,47051,DE,,+43 36 7315 2294,einkauf@bäckereistein10.de
0000501513,Bäckerei Clemens 4,Lindenweg,143,Köln,50667,DE,,+33 45 4985 1645,info@bäckereiclemens4.de
0000501514,Bäckerei Stein 8,Am Hafen,138,Mannheim,68159,DE,,+48 90 9267 3760,bestellung@bäckereistein8.de
0000501515,Metzgerei Engel 15,Industriering,45,Mannheim,68159,DE,,+33 33 5193 7608,buchhaltung@metzgereiengel15.de
0000501516,Radtke Vertriebs KG,Feldweg,231,Leipzig,04109,DE,,+33 61 9113 7367,einkauf@radtkevertriebskg.de
0000501517,Winkler Partnermarkt Wien,Lindenweg,157,Wien,1010,AT,,+31 38 1034 4584,info@winklerpartnermark.at
0000501518,Metzgerei Gruber 11,Gewerbepark,175,Dresden,01067,DE,,+31 47 1799 2342,info@metzgereigruber11.de
0000501519,Metzgerei Vogel 19,Bahnhofstraße,12,Nürnberg,90403,DE,,+41 56 5872 3886,info@metzgereivogel19.de
0000501520,Metzgerei Dittrich,Industriering,40,Leipzig,04109,DE,,+33 63 4881 5380,bestellung@metzgereidittrich.de
0000501521,Amann Großhandel GmbH 16,Lindenweg,187,Augsburg,86150,DE,,+41 66 2779 5148,buchhaltung@amanngroßhandelgmb.de
0000501522,Krause Großhandel GmbH 17,Bahnhofstraße,240,Essen,45127,DE,,+43 97 4418 5841,buchhaltung@krausegroßhandelgm.de
0000501523,Vogel Vertriebs KG 9,Hauptstraße,81,Augsburg,86150,DE,,+48 31 5838 7766,einkauf@vogelvertriebskg9.de
0000501524,Winkler Handels GmbH & Co. KG,Marktplatz,65,Karlsruhe,76133,DE,,+49 80 3093 8281,bestellung@winklerhandelsgmbh.de
0000501525,Engel Partnermarkt Münster,Gewerbepark,202,Münster,48143,DE,,+49 61 9428 4153,einkauf@engelpartnermarktm.de
0000501526,Kiosk Hartmann Graz,Bahnhofstraße,190,Graz,8010,AT,,+41 58 6789 9598,info@kioskhartmanngraz.at
0000501527,Hotel Wendt Wien,Hauptstraße,123,Wien,1010,AT,,+49 67 1015 8428,einkauf@hotelwendtwien.at
0000501528,Hotel Eckert Karlsruhe,Industriering,73,Karlsruhe,76133,DE,,+48 37 6502 1320,bestellung@hoteleckertkarlsru.de
0000501529,Bäckerei Sommer 19,Marktplatz,22,Essen,45127,DE,,+43 23 2197 9971,buchhaltung@bäckereisommer19.de
0000501530,Hartmann Partnermarkt Freiburg,Brückenstraße,177,Freiburg,79098,DE,,+48 87 1871 8552,einkauf@hartmannpartnermar.de
0000501531,Bäckerei Brandes 15,Gewerbepark,110,Kraków,30-001,PL,,+33 32 9917 9719,einkauf@bäckereibrandes15.pl
0000501532,Gruber Partnermarkt Karlsruhe,Industriering,31,Karlsruhe,76133,DE,,+33 55 3632 8441,buchhaltung@gruberpartnermarkt.de
0000501533,Vogel Handels GmbH & Co. KG 16,Schulstraße,183,Freiburg,79098,DE,,+33 50 8580 8254,buchhaltung@vogelhandelsgmbhco.de
0000501534,Rohde Partnermarkt Düsseldorf,Ringstraße,205,Düsseldorf,,DE,,+33 99 8589 4536,buchhaltung@rohdepartnermarktd.de
0000501535,Winkler Gastronomie GmbH,Feldweg,74,Bremen,28195,DE,,+31 75 1181 3722,info@winklergastronomie.de
0000501536,Kiosk Radtke Dresden,Brückenstraße,217,Dresden,01067,DE,,+31 93 4760 5909,info@kioskradtkedresden.de
0000501537,Ziegler Partnermarkt Stuttgart,Ringstraße,36,Stuttgart,70173,DE,,+41 95 5003 619,info@zieglerpartnermark.de
0000501538,Betriebskantine Amann AG 9,Marktplatz,86,Münster,48143,DE,,+31 55 1143 1804,info@betriebskantineama.de
0000501539,Betriebskantine Eckert AG 3,Hauptstraße,31,Dortmund,44135,DE,,+48 58 8572 3970,buchhaltung@betriebskantineeck.de
0000501540,Kiosk Dittrich Kiel,Gewerbepark,150,Kiel,24103,DE,,+49 99 9515 5233,bestellung@kioskdittrichkiel.de
0000501541,Böhm Gastronomie GmbH 9,Hauptstraße,68,Graz,8010,AT,,+48 49 8372 1356,info@böhmgastronomiegmb.at
0000501542,Kiosk Vogel Leipzig,,,Leipzig,04109,DE,,+33 59 1535 9145,buchhaltung@kioskvogelleipzig.de
0000501543,Vogel Partnermarkt Bielefeld,Brückenstraße,176,Bielefeld,33602,DE,,+31 30 5976 1552,
0000501544,Metzgerei Clemens 18,Lindenweg,10,Kiel,24103,DE,,+31 94 6069 6340,info@metzgereiclemens18.de
0000501545,Wendt Gastronomie GmbH 5,Hauptstraße,77,Dresden,01067,DE,,+31 49 2016 5548,bestellung@wendtgastronomiegm.de
0000501546,Winkler Partnermarkt Hamburg,Brückenstraße,79,Hamburg,20095,DE,,+31 92 3274 4038,info@winklerpartnermark.de
0000501547,Kiosk Sievers Freiburg,Marktplatz,30,Freiburg,79098,DE,,+48 86 9482 7994,einkauf@kiosksieversfreibu.de
0000501548,Krause Partnermarkt Frankfurt am Main,Bahnhofstraße,165,Frankfurt am Main,60311,DE,,+49 98 1912 8542,einkauf@krausepartnermarkt.de
0000501549,Kiosk Gruber Nürnberg,Schulstraße,135,Nürnberg,90403,DE,,+41 69 1414 438,einkauf@kioskgrubernürnber.de
0000501550,Metzgerei Winkler,Hauptstraße,221,Dresden,01067,DE,,+31 67 4000 7060,buchhaltung@metzgereiwinkler.de
0000501551,Hotel Amann Kraków,Industriering,156,Kraków,30-001,PL,,+41 85 4525 2011,bestellung@hotelamannkraków.pl
0000501552,Hotel Vogel Münster,Industriering,63,Münster,48143,DE,,+48 76 5417 1592,bestellung@hotelvogelmünster.de
0000501553,Radtke Vertriebs KG 16,Gewerbepark,28,Münster,48143,DE,,,info@radtkevertriebskg1.de
0000501554,Bäckerei Bergmann 4,Hauptstraße,5,Frankfurt am Main,60311,DE,,+41 71 1469 7422,buchhaltung@bäckereibergmann4.de
0000501555,Hartmann Vertriebs KG 11,Brückenstraße,77,Wien,1010,AT,,+43 28 6850 6781,info@hartmannvertriebsk.at
0000501556,Betriebskantine Frank AG,Am Hafen,188,Münster,48143,DE,,+31 68 2702 4459,bestellung@betriebskantinefra.de
0000501557,Bergmann Gastronomie GmbH,Marktplatz,235,Rotterdam,3011 AA,NL,,+43 30 4644 1188,einkauf@bergmanngastronomi.nl
0000501558,Eckert Vertriebs KG 14,Gewerbepark,118,Bielefeld,33602,DE,,+33 36 6707 4377,buchhaltung@eckertvertriebskg1.de
0000501559,Clemens Vertriebs KG 13,Hauptstraße,202,Mannheim,68159,DE,,+41 84 4161 2102,einkauf@clemensvertriebskg.de
0000501560,Hotel Clemens Essen,Ringstraße,19,Essen,45127,DE,,+33 35 1119 4909,buchhaltung@hotelclemensessen.de
0000501561,Hotel Clemens Dortmund,Ringstraße,147,Dortmund,44135,DE,,+43 77 8197 2721,info@hotelclemensdortmu.de
0000501562,Clemens Gastronomie GmbH 16,Lindenweg,171,Stuttgart,70173,DE,,+48 80 4776 2169,buchhaltung@clemensgastronomie.de
0000501563,Kiosk Radtke Essen,Gewerbepark,19,Essen,45127,DE,,+49 30 9200 8546,buchhaltung@kioskradtkeessen.de
0000501564,Clemens Großhandel GmbH 10,Schulstraße,222,München,80331,DE,,+49 89 9011 7679,buchhaltung@clemensgroßhandelg.de
0000501565,Bäckerei Kaufmann 9,Marktplatz,221,Leipzig,04109,DE,,+41 64 4368 7344,buchhaltung@bäckereikaufmann9.de
0000501566,Frank Großhandel GmbH 4,Gewerbepark,99,Köln,50667,DE,,+49 47 2973 4720,info@frankgroßhandelgmb.de
0000501567,Amann Gastronomie GmbH 11,Gewerbepark,165,Dortmund,44135,DE,,+33 88 3457 6197,info@amanngastronomiegm.de
0000501568,Dittrich Großhandel GmbH 10,Ringstraße,233,Basel,4051,CH,,+49 86 9648 4209,bestellung@dittrichgroßhandel.ch
0000501569,Ziegler Partnermarkt Nürnberg,Feldweg,31,Nürnberg,90403,DE,,+49 29 8755 1405,einkauf@zieglerpartnermark.de
0000501570,Hotel Eckert Bonn,Gewerbepark,109,Bonn,53111,DE,,+41 57 9259 9115,einkauf@hoteleckertbonn.de
0000501571,Böhm Gastronomie GmbH 10,Ringstraße,13,Basel,4051,CH,,+41 26 6547 341,bestellung@böhmgastronomiegmb.ch
0000501572,Bäckerei Böhm 17,Marktplatz,148,Karlsruhe,5372,DE,,+43 76 6236 9628,einkauf@bäckereiböhm17.de
0000501573,Krause Partnermarkt Wuppertal,Ringstraße,40,Wuppertal,42103,DE,,+48 28 4879 4978,buchhaltung@krausepartnermarkt.de
0000501574,Gruber Handels GmbH & Co. KG 15,Talstraße,229,Kraków,30-001,PL,,+43 79 8509 7558,einkauf@gruberhandelsgmbhc.pl
0000501575,Metzgerei Sievers 2,Feldweg,218,Dresden,01067,DE,,+31 79 3385 814,buchhaltung@metzgereisievers2.de
0000501576,Gruber Handels GmbH & Co. KG 16,Marktplatz,157,Bonn,53111,DE,,+31 41 5725 7842,bestellung@gruberhandelsgmbhc.de
0000501577,Vogel Partnermarkt Amsterdam,Bahnhofstraße,227,Amsterdam,1012 AB,NL,,+33 20 8436 8619,bestellung@vogelpartnermarkta.nl
0000501578,Ullrich Partnermarkt Wuppertal,Lindenweg,43,Wuppertal,42103,DE,,+49 85 4950 690,buchhaltung@ullrichpartnermark.de
0000501579,Böhm Partnermarkt Zürich,,,Zürich,8001,CH,,+41 84 1959 3993,bestellung@böhmpartnermarktzü.ch
0000501580,Radtke Großhandel GmbH,Ringstraße,177,Hannover,30159,DE,,+49 51 4349 6801,buchhaltung@radtkegroßhandelgm.de
0000501581,Bergmann Gastronomie GmbH 13,Gewerbepark,137,Köln,50667,DE,,+33 98 2564 5888,bestellung@bergmanngastronomi.de
0000501582,Hotel Radtke Lyon,Hauptstraße,69,Lyon,69001,FR,,+33 99 1817 6155,einkauf@hotelradtkelyon.fr
0000501583,Bäckerei Brandes 3,Marktplatz,78,Essen,45127,DE,,,einkauf@bäckereibrandes3.de
0000501584,Frank Gastronomie GmbH 8,Talstraße,147,Dresden,01067,DE,,+41 20 8704 7889,info@frankgastronomiegm.de
0000501585,Gruber Gastronomie GmbH 2,Lindenweg,209,Leipzig,04109,DE,,+31 74 2657 7592,
0000501586,Brandes Handels GmbH & Co. KG 7,Lindenweg,44,Bonn,53111,DE,,+33 92 7851 9808,buchhaltung@brandeshandelsgmbh.de
0000501587,Metzgerei Brandes 6,Brückenstraße,208,Mannheim,68159,DE,,+31 44 3861 1405,info@metzgereibrandes6.de
0000501588,Frank Großhandel GmbH 8,Feldweg,113,Hamburg,20095,DE,,+33 25 3639 736,buchhaltung@frankgroßhandelgmb.de
0000501589,Kiosk Frank Bochum,Brückenstraße,172,Bochum,44787,DE,,+41 33 3747 8680,buchhaltung@kioskfrankbochum.de
0000501590,Hartmann Großhandel GmbH 14,Am Hafen,177,Graz,8010,AT,,+33 36 6796 5845,buchhaltung@hartmanngroßhandel.at
0000501591,Winkler Gastronomie GmbH 11,Industriering,82,München,80331,DE,,+43 76 5067 938,buchhaltung@winklergastronomie.de
0000501592,Kiosk Frank Nürnberg,Brückenstraße,139,Nürnberg,90403,DE,,+49 67 3286 7883,einkauf@kioskfranknürnberg.de
0000501593,Hotel Engel Freiburg,Lindenweg,61,Freiburg,79098,DE,,+41 84 5197 6512,bestellung@hotelengelfreiburg.de
0000501594,Bäckerei Bergmann 9,Schulstraße,184,Nürnberg,90403,DE,,+49 50 8803 5549,info@bäckereibergmann9.de
0000501595,Dittrich Großhandel GmbH 11,Am Hafen,154,Bremen,28195,DE,,+48 46 9504 4613,info@dittrichgroßhandel.de
0000501596,Clemens Partnermarkt Lille,Brückenstraße,141,Lille,59000,FR,,+43 23 4936 3506,info@clemenspartnermark.fr
0000501597,Bäckerei Krause 19,Schulstraße,186,Bielefeld,33602,DE,,+43 41 2634 3967,buchhaltung@bäckereikrause19.de
0000501598,Metzgerei Gruber 12,Marktplatz,163,Hannover,30159,DE,,+33 35 5387 1926,buchhaltung@metzgereigruber12.de
0000501599,Kiosk Krause Bochum,Brückenstraße,32,Bochum,44787,DE,,+48 84 4963 5421,einkauf@kioskkrausebochum.de
0000501600,Metzgerei Amann 7,Gewerbepark,54,Karlsruhe,76133,DE,,+49 43 9335 9373,einkauf@metzgereiamann7.de
0000501601,Vogel Gastronomie GmbH 18,Gewerbepark,189,Stuttgart,70173,DE,,+49 31 7698 2576,einkauf@vogelgastronomiegm.de
0000501602,Kaufmann Handels GmbH & Co. KG 16,Marktplatz,146,Nürnberg,90403,DE,,+33 41 4596 5087,buchhaltung@kaufmannhandelsgmb.de
0000501603,Vogel Handels GmbH & Co. KG 7,Feldweg,6,Münster,48143,DE,,+33 48 8165 9120,buchhaltung@vogelhandelsgmbhco.de
0000501604,Brandes Gastronomie GmbH 9,Ringstraße,172,Kiel,24103,DE,,+43 40 8247 7575,einkauf@brandesgastronomie.de
0000501605,Metzgerei Kaufmann 17,Marktplatz,75,Münster,48143,DE,,+43 32 7170 6656,einkauf@metzgereikaufmann1.de
0000501606,Kaufmann Partnermarkt Frankfurt am Main,Industriering,221,Frankfurt am Main,60311,DE,,+31 70 9334 3753,einkauf@kaufmannpartnermar.de
0000501607,Amann Vertriebs KG 8,,,Bielefeld,33602,DE,,+43 88 2409 5519,einkauf@amannvertriebskg8.de
0000501608,Hartmann Vertriebs KG 17,Feldweg,229,Bonn,53111,DE,,+43 60 9108 4657,buchhaltung@hartmannvertriebsk.de
0000501609,Kiosk Sommer Hannover,Gewerbepark,25,Hannover,30159,DE,,+33 68 4420 4393,buchhaltung@kiosksommerhannove.de
0000501610,Metzgerei Rohde 9,Hauptstraße,200,Frankfurt am Main,60311,DE,,+49 23 1455 3559,buchhaltung@metzgereirohde9.de
0000501611,Hotel Thiel Karlsruhe 16,Brückenstraße,40,Karlsruhe,76133,DE,,+41 68 9372 4227,info@hotelthielkarlsruh.de
0000501612,Ullrich Vertriebs KG,Lindenweg,36,Augsburg,86150,DE,,+31 51 7728 6163,bestellung@ullrichvertriebskg.de
0000501613,Metzgerei Vogel 9,Schulstraße,101,Nürnberg,90403,DE,,+48 44 4602 4303,buchhaltung@metzgereivogel9.de
0000501614,Krause Handels GmbH & Co. KG 10,Lindenweg,54,Duisburg,47051,DE,,+41 66 1830 1911,info@krausehandelsgmbhc.de
