MATNR,MTART,MBRSH,MATKL,MEINS,BISMT,EAN11,NUMTP,BRGEW,NTGEW,GEWEI,MSTAE,LVORM,ERSDA,ERNAM
000000000000100663,HALB,H,WG-SUES,ST,,4025884289637,HE,7.347,6.739,KG,,,2011-09-04,A.NOWAK
000000000000100664,HAWA,H,WG-TK,ST,,4058098359308,HE,0.879,0.733,KG,,,2014-11-15,M.HOFFMANN
000000000000100665,FERT,H,WG-MOPRO,ST,,4015196953371,HE,6.573,5.896,KG,,,2017-02-25,S.KELLER
000000000000100666,HAWA,H,WG-BACK,ST,,4009327240287,HE,7.132,6.329,KG,,,2014-08-07,S.KELLER
000000000000100667,HAWA,H,WG-KOER,ST,,4025525019265,HE,9.533,8.741,KG,,,2017-02-25,BATCHUSER
000000000000100668,VERP,H,WG-VERP,ST,ALT997640,4035273083746,HE,5.718,4.987,KG,,,2015-10-17,M.HOFFMANN
000000000000100669,VERP,H,WG-VERP,ST,,4072261995063,HE,2.433,2.062,KG,,,2026-02-28,T.BRANDT
000000000000100670,HALB,H,WG-GETR,ST,ALT446395,4013191344651,HE,5.878,4.718,KG,,,2015-06-04,T.BRANDT
000000000000100671,FERT,H,WG-GETR,ST,ALT627488,4046658524396,HE,4.914,4.269,KG,,,2013-01-02,S.KELLER
000000000000100672,ROH,H,WG-ROH,ST,ALT369368,4067063370378,HE,9.514,8.149,KG,,,2019-10-27,T.BRANDT
000000000000100673,VERP,H,WG-VERP,ST,ALT448590,4023934435997,HE,6.458,5.395,KG,,,2017-12-21,M.HOFFMANN
000000000000100674,HAWA,H,WG-KONS,ST,,4031558614414,HE,10.344,9.532,KG,,,2019-08-07,T.BRANDT
000000000000100675,HAWA,H,WG-MOPRO,ST,,4031914301866,HE,0.417,0.380,KG,,,2024-03-22,T.BRANDT
000000000000100676,VERP,H,WG-VERP,ST,,4007229139937,HE,9.329,8.701,KG,,,2013-02-14,A.NOWAK
000000000000100677,HAWA,H,WG-KONS,ST,,4045553021412,HE,7.197,6.008,KG,,,2022-07-19,A.NOWAK
000000000000100678,ROH,H,WG-ROH,ST,,4091929381758,HE,4.993,4.487,KG,,,2012-10-17,S.KELLER
000000000000100679,HAWA,H,WG-SUES,ST,ALT966957,4096309892565,HE,1.373,1.161,KG,,,2009-03-17,A.NOWAK
000000000000100680,HAWA,H,WG-PAPI,ST,,4026523911759,HE,5.365,4.928,KG,,,2010-11-01,S.KELLER
000000000000100681,VERP,H,WG-VERP,ST,,4040162547810,HE,1.608,1.340,KG,,,2023-10-09,S.KELLER
000000000000100682,HAWA,H,WG-HAUS,ST,ALT732098,4045150769724,HE,8.336,7.831,KG,,,2014-04-20,T.BRANDT
000000000000100683,HAWA,H,WG-BACK,ST,,4085594865798,HE,1.547,1.377,KG,,,2022-06-06,T.BRANDT
000000000000100684,NLAG,H,WG-KONS,ST,,4036892978550,HE,,,,,,2013-10-07,M.HOFFMANN
000000000000100685,HAWA,H,WG-PAPI,ST,,4039832775080,HE,1.333,1.163,KG,,,2017-05-13,M.HOFFMANN
000000000000100686,HAWA,H,WG-PAPI,ST,,4013449933286,HE,4.205,3.398,KG,,,2022-10-23,BATCHUSER
000000000000100687,HAWA,H,WG-GETR,ST,,4041452146874,HE,8.621,7.611,KG,,,2009-01-14,M.HOFFMANN
000000000000100688,ROH,H,WG-ROH,ST,,4003390609538,HE,8.450,7.768,KG,,,2016-07-26,M.HOFFMANN
000000000000100689,HAWA,H,WG-BACK,ST,,4021550418363,HE,10.831,10.290,KG,,,2014-09-03,T.BRANDT
000000000000100690,HALB,H,WG-MOPRO,ST,ALT641526,4083644447987,HE,8.002,7.065,KG,,,2009-11-27,S.KELLER
000000000000100691,HAWA,H,WG-KONS,ST,,4015067579358,HE,0.085,0.075,KG,,,2018-02-22,BATCHUSER
000000000000100692,HAWA,H,WG-TK,ST,ALT946936,4077625736337,HE,8.460,6.823,KG,,,2009-01-13,T.BRANDT
000000000000100693,HAWA,H,WG-KOER,ST,,4021000033795,HE,10.446,8.554,KG,,,2019-09-08,T.BRANDT
000000000000100694,HAWA,H,WG-BACK,ST,ALT301217,4008772428691,HE,7.140,6.255,KG,,,2013-06-13,A.NOWAK
000000000000100695,HAWA,H,WG-BACK,ST,,4097040634841,HE,4.150,3.897,KG,,,2025-07-05,BATCHUSER
000000000000100696,HAWA,H,WG-HAUS,ST,ALT643491,4017892897805,HE,5.086,4.416,KG,,,2022-01-11,T.BRANDT
000000000000100697,FERT,H,WG-TK,ST,ALT553389,4076839343515,HE,5.575,4.813,KG,,,2015-09-13,S.KELLER
000000000000100698,HAWA,H,WG-PAPI,ST,,4031040655383,HE,0.073,0.060,KG,,,2017-12-13,S.KELLER
000000000000100699,HAWA,H,WG-SUES,ST,,4079914684619,HE,3.088,2.821,KG,01,,2021-06-01,BATCHUSER
000000000000100700,HAWA,H,WG-MOPRO,ST,,4054924038973,HE,0.955,0.896,KG,,,2025-11-14,S.KELLER
000000000000100701,HAWA,H,WG-TK,ST,ALT676625,4096944728236,HE,0.000,0.000,KG,,,2020-10-22,T.BRANDT
000000000000100702,HAWA,H,WG-BACK,ST,ALT797933,4033487532623,HE,10.827,8.884,KG,,,2017-04-04,M.HOFFMANN
000000000000100703,HAWA,H,WG-MOPRO,ST,,4017014443057,HE,0.330,0.285,KG,,,2022-11-15,S.KELLER
000000000000100704,HAWA,H,WG-KOER,ST,ALT777646,4072606814325,HE,3.017,2.420,KG,,,2009-06-28,BATCHUSER
000000000000100705,HAWA,H,WG-SUES,ST,ALT248392,4070938922169,HE,11.951,10.289,KG,,,2024-06-15,A.NOWAK
000000000000100706,HAWA,H,WG-HAUS,ST,ALT447527,4098895938498,HE,7.924,7.058,KG,,,2018-07-08,BATCHUSER
000000000000100707,NLAG,H,WG-MOPRO,ST,,4048931564662,HE,,,,,,2014-08-20,BATCHUSER
000000000000100708,ROH,H,WG-ROH,ST,,4066826692702,HE,5.514,4.461,KG,,,2023-05-23,A.NOWAK
000000000000100709,HAWA,H,WG-BACK,ST,ALT434119,4000042420305,HE,5.606,5.307,KG,,,2022-03-11,A.NOWAK
000000000000100710,MATL,H,WG-SUES,ST,ALT239431,4083322970509,HE,5.589,5.357,KG,,,2013-09-26,A.NOWAK
000000000000100711,HAWA,H,WG-KONS,ST,,4086317947906,HE,10.133,8.260,KG,,,2012-09-09,M.HOFFMANN
000000000000100712,NLAG,H,WG-KONS,,,4037161029775,HE,,,,,,2026-11-05,BATCHUSER
000000000000100713,HAWA,H,WG-MOPRO,ST,,4097101783235,HE,4.717,3.969,KG,,,2016-06-24,M.HOFFMANN
000000000000100714,NLAG,H,WG-HAUS,ST,,4005141285718,HE,,,,,,2023-11-14,T.BRANDT
000000000000100715,HAWA,H,WG-SUES,ST,,4023185465989,HE,7.942,7.418,KG,,,2013-10-08,S.KELLER
000000000000100716,HAWA,H,WG-BACK,ST,ALT785689,4035004783747,HE,6.654,7.053,KG,,,2014-02-24,A.NOWAK
000000000000100717,FERT,H,WG-HAUS,ST,,4096129513312,HE,8.967,8.169,KG,,,2025-12-23,BATCHUSER
000000000000100718,HAWA,H,WG-TIER,ST,,4035242437006,HE,5.789,5.536,KG,,,2015-09-03,S.KELLER
000000000000100719,DIEN,H,WG-DIEN,ST,,,,,,,,,2024-08-16,A.NOWAK
000000000000100720,HAWA,H,WG-PAPI,ST,ALT594872,4054510858381,HE,9.339,8.246,KG,,,2022-11-12,T.BRANDT
000000000000100721,HAWA,H,WG-SUES,ST,ALT791730,4061104128973,HE,3.782,3.350,KG,,,2017-12-22,M.HOFFMANN
000000000000100722,NLAG,H,WG-PAPI,ST,,4041404448339,HE,,,,,,2023-05-23,M.HOFFMANN
000000000000100723,VERP,H,WG-VERP,ST,,4003277785942,HE,4.468,3.632,KG,,,2015-12-24,BATCHUSER
000000000000100724,DIEN,H,WG-DIEN,ST,,,,,,,,,2013-04-08,T.BRANDT
000000000000100725,FERT,H,WG-MOPRO,ST,,4064595024588,HE,5.659,5.416,KG,,,2015-01-15,M.HOFFMANN
000000000000100726,HAWA,H,WG-KOER,ST,,4065797460105,HE,6.395,6.012,KG,,,2010-04-15,BATCHUSER
000000000000100727,NLAG,H,WG-TIER,ST,,4092368946232,HE,,,,,,2016-01-28,BATCHUSER
000000000000100728,HAWA,H,WG-SUES,ST,ALT605907,4079047101229,HE,6.332,5.306,KG,,,2020-11-15,BATCHUSER
000000000000100729,HAWA,H,WG-TIER,ST,ALT399809,4078374817957,HE,8.369,7.782,KG,,,2013-02-06,BATCHUSER
000000000000100730,ROH,H,WG-ROH,ST,,4026717517590,HE,11.708,9.648,,,,2023-01-15,A.NOWAK
000000000000100731,HALB,H,WG-TIER,ST,,4036753397544,HE,10.351,9.889,KG,,,2015-05-04,S.KELLER
000000000000100732,HAWA,H,WG-HAUS,ST,,4045755440455,HE,10.757,9.789,KG,,,2024-12-15,M.HOFFMANN
000000000000100733,NLAG,H,WG-TIER,ST,,4050428274961,HE,,,,,,2017-02-22,BATCHUSER
000000000000100734,HAWA,H,WG-GETR,ST,,4062697545895,HE,3.164,2.563,KG,,,2018-09-11,BATCHUSER
000000000000100735,HAWA,H,WG-KONS,ST,,4077839304037,HE,5.839,5.529,KG,,,2026-05-28,A.NOWAK
000000000000100736,FERT,H,WG-PAPI,ST,,4091571268209,HE,11.112,10.442,KG,,,2010-09-13,S.KELLER
000000000000100737,HAWA,H,WG-TIER,ST,ALT237570,4071177391112,HE,2.660,3.592,KG,,,2025-01-21,M.HOFFMANN
000000000000100738,VERP,H,WG-VERP,ST,ALT964956,4045383942314,HE,5.405,5.062,KG,,,2014-03-11,S.KELLER
000000000000100739,HAWA,H,WG-BACK,ST,,4010026803789,HE,10.422,8.810,KG,,,2025-07-18,A.NOWAK
000000000000100740,ROH,H,WG-ROH,ST,ALT236772,4069506529183,HE,11.134,10.731,KG,,,2014-05-20,S.KELLER
000000000000100741,VERP,H,WG-VERP,ST,,4011893977450,HE,3.852,3.167,KG,,,2017-01-05,T.BRANDT
000000000000100742,HAWA,H,WG-HAUS,ST,,4074726369358,HE,1.574,1.494,KG,,,2009-05-19,T.BRANDT
000000000000100743,HALB,H,WG-HAUS,,,4082685938669,HE,6.667,5.861,KG,,,2018-06-11,A.NOWAK
000000000000100744,HAWA,H,WG-TK,ST,,4025980783794,HE,0.503,0.435,KG,,,2012-12-21,T.BRANDT
000000000000100745,FERT,H,WG-MOPRO,ST,ALT867553,4004974376662,HE,0.102,0.086,KG,,,2019-04-25,S.KELLER
000000000000100746,ROH,H,WG-ROH,ST,,4013536665489,HE,6.677,6.139,KG,,,2022-12-19,M.HOFFMANN
000000000000100747,HAWA,H,WG-PAPI,ST,ALT589029,4026360898275,HE,2.286,1.984,KG,,,2020-03-10,M.HOFFMANN
000000000000100748,DIEN,H,WG-DIEN,ST,,,,,,,,,2015-09-17,M.HOFFMANN
000000000000100749,HALB,H,WG-HAUS,ST,,4017989659668,HE,5.151,4.533,KG,,,2022-07-17,T.BRANDT
000000000000100750,HAWA,H,WG-BACK,ST,,4097486772466,HE,1.120,0.906,KG,,,2024-04-15,T.BRANDT
000000000000100751,NLAG,H,WG-KONS,ST,,4085790899801,HE,,,,,,2015-04-01,T.BRANDT
000000000000100752,DIEN,H,WG-DIEN,ST,ALT651332,,,,,,,,2012-05-22,S.KELLER
000000000000100753,HAWA,H,WG-KOER,ST,,4064703823270,HE,3.865,3.728,KG,,,2013-05-05,BATCHUSER
000000000000100754,DIEN,H,WG-DIEN,ST,ALT426213,,,,,,,,2025-01-24,M.HOFFMANN
000000000000100755,HAWA,H,WG-GETR,ST,ALT477970,4008396192763,HE,9.899,7.945,KG,,,2020-10-05,S.KELLER
000000000000100756,NLAG,H,WG-KOER,ST,,4030950867695,HE,,,,,,2021-11-22,BATCHUSER
000000000000100757,HAWA,H,WG-PAPI,ST,,4020360972188,HE,9.395,7.900,KG,,,2014-05-01,A.NOWAK
000000000000100758,HAWA,H,WG-BACK,ST,,4087568788423,HE,0.139,0.115,KG,,,2011-03-15,M.HOFFMANN
000000000000100759,HALB,H,WG-KOER,ST,,4026808495837,HE,3.716,3.066,KG,,,2014-01-13,M.HOFFMANN
000000000000100760,ROH,H,WG-ROH,ST,ALT277897,4092512231868,HE,8.213,7.567,KG,,,2023-06-07,M.HOFFMANN
000000000000100761,HAWA,H,WG-BACK,ST,,4034374110627,HE,2.378,1.959,KG,,,2026-06-01,M.HOFFMANN
000000000000100762,HAWA,H,WG-MOPRO,ST,ALT927951,4080956362243,HE,8.378,7.913,KG,,,2011-10-03,T.BRANDT
000000000000100763,ROH,H,WG-ROH,ST,ALT210407,4019853451194,HE,7.224,6.208,KG,,,2012-01-21,M.HOFFMANN
000000000000100764,ROH,H,WG-ROH,ST,,4041945220845,HE,6.001,5.128,KG,,,2025-07-17,A.NOWAK
000000000000100765,HAWA,H,WG-KONS,ST,,4033581946272,HE,5.366,4.607,KG,,,2026-08-10,BATCHUSER
000000000000100766,HAWA,H,WG-GETR,ST,,4068804854232,HE,8.718,7.510,KG,,,2019-10-27,M.HOFFMANN
000000000000100767,HAWA,H,WG-KONS,ST,ALT252949,4052795927952,HE,4.666,3.871,KG,,,2018-02-25,T.BRANDT
000000000000100768,HAWA,H,WG-PAPI,ST,,4092243831578,HE,6.536,5.920,KG,,,2026-09-03,M.HOFFMANN
000000000000100769,HAWA,H,WG-PAPI,ST,ALT950389,4043574073489,HE,4.356,4.090,KG,,,2013-09-27,T.BRANDT
000000000000100770,NLAG,H,WG-TIER,ST,,4066284025494,HE,,,,,,2009-01-09,M.HOFFMANN
000000000000100771,HAWA,H,WG-TIER,ST,ALT663532,4019175500037,HE,5.852,4.920,KG,,,2014-01-13,BATCHUSER
000000000000100772,HAWA,H,WG-TK,ST,,4018452986519,HE,5.146,4.476,KG,,,2023-04-07,BATCHUSER
000000000000100773,DIEN,H,WG-DIEN,ST,,,,,,,,,2010-04-25,M.HOFFMANN
000000000000100774,VERP,H,WG-VERP,ST,,4030577286633,HE,0.172,0.162,KG,,,2022-01-20,A.NOWAK
000000000000100775,HAWA,H,,ST,,4054402076336,HE,5.076,4.141,KG,,,2025-05-01,BATCHUSER
000000000000100776,HAWA,H,WG-GETR,ST,,4085023634926,HE,11.591,10.544,KG,,,2009-08-16,BATCHUSER
000000000000100777,HAWA,H,WG-BACK,ST,,4074298199322,HE,2.446,2.032,KG,,,2010-06-02,BATCHUSER
000000000000100778,HAWA,H,WG-BACK,ST,,4027870164619,HE,8.528,8.240,KG,,,2009-08-23,A.NOWAK
000000000000100779,HALB,H,WG-GETR,ST,ALT104912,4036862047491,HE,10.609,10.201,KG,,,2011-03-10,BATCHUSER
000000000000100780,HAWA,H,WG-PAPI,ST,,4071126329296,HE,5.695,6.885,KG,,,2012-07-08,S.KELLER
000000000000100781,FERT,H,WG-SUES,ST,ALT126459,4055840021315,HE,6.456,5.984,KG,,,2009-08-08,S.KELLER
000000000000100782,HAWA,H,WG-GETR,ST,ALT281462,4004014429983,HE,1.842,1.743,KG,,,2020-07-26,T.BRANDT
000000000000100783,HAWA,H,WG-SUES,ST,ALT369368,4012639470204,HE,4.406,4.120,KG,,,2017-10-15,A.NOWAK
000000000000100784,HAWA,H,WG-HAUS,ST,,4042496825985,HE,2.279,2.066,KG,,,2025-09-06,M.HOFFMANN
000000000000100785,ROH,H,WG-ROH,ST,ALT157548,4077227227882,HE,9.064,7.611,KG,,,2014-07-22,S.KELLER
000000000000100786,HAWA,H,WG-TIER,ST,,4054302439033,HE,10.365,8.614,KG,,,2024-10-12,T.BRANDT
000000000000100787,ROH,H,WG-ROH,ST,,4004781897299,HE,9.942,8.916,KG,,,2023-05-03,T.BRANDT
000000000000100788,NLAG,H,WG-TK,ST,ALT535971,4015667389289,HE,,,,,,2012-09-23,T.BRANDT
000000000000100789,FERT,H,WG-HAUS,ST,,4031682857121,HE,0.214,0.197,KG,,,2021-11-04,T.BRANDT
000000000000100790,HAWA,H,WG-GETR,ST,,4014240174328,HE,5.803,4.852,KG,,,2023-11-09,M.HOFFMANN
000000000000100791,FERT,H,WG-KOER,ST,,4032560726560,HE,3.186,2.914,KG,,,2026-07-01,S.KELLER
000000000000100792,HAWA,H,WG-PAPI,ST,,4080976556639,HE,7.625,6.855,KG,,,2021-02-06,A.NOWAK
000000000000100793,HAWA,H,WG-KOER,ST,,4005439537475,HE,9.231,8.777,KG,,,2015-05-12,M.HOFFMANN
000000000000100794,HAWA,H,WG-KONS,ST,,4077054860429,HE,5.920,5.088,KG,,,2024-02-06,A.NOWAK
000000000000100795,HAWA,H,WG-BACK,ST,,4068807267534,HE,5.969,4.809,KG,,,2011-08-05,S.KELLER
000000000000100796,ROH,H,WG-ROH,ST,,4032091470758,HE,8.985,7.457,KG,,,2021-05-25,T.BRANDT
000000000000100797,FERT,H,WG-BACK,ST,ALT314191,4082846916888,HE,10.676,10.296,KG,,,2010-12-08,T.BRANDT
000000000000100798,ROH,H,WG-ROH,ST,,4083274437075,HE,3.440,2.881,KG,,,2022-04-13,S.KELLER
000000000000100799,FERT,H,WG-KOER,ST,ALT606864,4048139959864,HE,8.364,7.020,KG,,,2009-09-16,BATCHUSER
000000000000100800,FERT,H,WG-HAUS,ST,,4005605478960,HE,10.889,9.721,KG,,,2010-05-09,BATCHUSER
000000000000100801,HAWA,H,WG-KOER,ST,,4017928317864,HE,1.526,1.458,KG,,,2020-04-04,BATCHUSER
000000000000100802,VERP,H,WG-VERP,ST,,4061013760936,HE,8.206,7.206,KG,,,2023-10-05,BATCHUSER
000000000000100803,ROH,H,WG-ROH,ST,,4067063370378,HE,9.514,8.149,KG,,,2024-07-21,T.BRANDT
000000000000100804,VERP,H,WG-VERP,ST,,4066391185258,HE,9.832,8.693,KG,,,2023-05-18,S.KELLER
000000000000100805,HAWA,H,WG-PAPI,ST,,4043922443117,HE,6.457,6.027,KG,,,2021-02-07,M.HOFFMANN
000000000000100806,HAWA,H,WG-MOPRO,ST,,4020475116118,HE,10.691,8.690,KG,,,2022-07-28,T.BRANDT
000000000000100807,HALB,H,WG-BACK,ST,,4020075745282,HE,11.693,10.094,KG,,,2022-02-12,A.NOWAK
000000000000100808,ROH,H,WG-ROH,ST,,4074076407083,HE,5.829,4.874,KG,,,2022-10-22,T.BRANDT
000000000000100809,HAWA,H,WG-BACK,ST,,4045172450518,HE,0.480,0.418,KG,,,2025-10-06,A.NOWAK
000000000000100810,HAWA,H,WG-KONS,ST,,4037410197590,HE,7.048,6.020,KG,,,2026-08-02,M.HOFFMANN
000000000000100811,HAWA,H,WG-TK,ST,,4091413334703,HE,1.422,1.334,KG,,,2020-05-08,T.BRANDT
000000000000100812,ROH,H,WG-ROH,ST,,4000161265368,HE,9.139,7.763,KG,,,2024-11-22,BATCHUSER
000000000000100813,NLAG,H,WG-KOER,ST,,4047023589354,HE,,,,,,2020-05-28,M.HOFFMANN
000000000000100814,HAWA,H,WG-KOER,ST,,4012675751930,HE,11.265,10.030,KG,,,2021-12-14,A.NOWAK
000000000000100815,HAWA,H,WG-KONS,ST,,4015546577271,HE,1.593,1.323,KG,,,2022-02-25,M.HOFFMANN
000000000000100816,HAWA,H,WG-PAPI,ST,,4018013617975,HE,4.205,3.398,KG,,,2021-01-19,BATCHUSER
000000000000100817,HAWA,H,WG-TK,ST,,4053456922743,HE,10.459,9.959,KG,,,2020-08-08,BATCHUSER
000000000000100818,ROH,H,WG-ROH,ST,,4027990211847,HE,10.827,9.122,KG,,,2020-10-23,T.BRANDT
000000000000100819,HAWA,H,WG-PAPI,ST,,4053872802506,HE,6.328,5.697,KG,,,2025-01-12,BATCHUSER
000000000000100820,ROH,H,WG-ROH,ST,,4012130454154,HE,9.352,7.549,KG,,,2021-03-10,S.KELLER
000000000000100821,HAWA,H,WG-KOER,ST,,4085798576780,HE,11.583,10.771,KG,,,2024-05-20,A.NOWAK
000000000000100822,HAWA,H,WG-GETR,ST,,4035395031564,HE,3.223,3.013,KG,,,2022-08-26,A.NOWAK
000000000000100823,HAWA,H,WG-TIER,ST,,4077252944518,HE,7.234,6.730,KG,,,2021-09-21,S.KELLER
000000000000100824,NLAG,H,WG-KOER,ST,,4091798134769,HE,,,,,,2023-01-23,T.BRANDT
000000000000100825,HAWA,H,WG-HAUS,ST,,4043173405995,HE,11.158,9.069,KG,,,2022-01-13,M.HOFFMANN
000000000000100826,VERP,H,WG-VERP,ST,,4093710316598,HE,9.106,7.712,KG,,,2024-07-24,S.KELLER
000000000000100827,VERP,H,WG-VERP,ST,,4079639541785,HE,0.928,0.842,KG,,,2026-08-09,A.NOWAK
